,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,LSTAT,MEDV,CAT.MEDV,,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,LSTAT,MEDV,CAT.MEDV
,0.29819,0,6.2,0,0.504,7.686,17,3.3751,8,307,17.4,3.92,46.7,1,,0.003280548,0,0.210410557,0,0.244855967,0.790381299,0.145211123,0.204193909,0.304347826,0.229007634,0.510638298,0.060430464,0.926666667,1
,0.44178,0,6.2,0,0.504,6.552,21.4,3.3751,8,307,17.4,3.76,31.5,1,,0.004894465,0,0.210410557,0,0.244855967,0.573098295,0.190525232,0.204193909,0.304347826,0.229007634,0.510638298,0.056015453,0.588888889,1
,0.537,0,6.2,0,0.504,5.981,68.1,3.6715,8,307,17.4,11.65,24.3,0,,0.005964715,0,0.210410557,0,0.244855967,0.463690362,0.671472709,0.23114696,0.304347826,0.229007634,0.510638298,0.273730684,0.428888889,0
,0.46296,0,6.2,0,0.504,7.412,76.9,3.6715,8,307,17.4,5.25,31.7,1,,0.005132524,0,0.210410557,0,0.244855967,0.73788082,0.762100927,0.23114696,0.304347826,0.229007634,0.510638298,0.097130243,0.593333333,1
,0.57529,0,6.2,0,0.507,8.337,73.3,3.8384,8,307,17.4,2.47,41.7,1,,0.006395086,0,0.210410557,0,0.251028807,0.915117839,0.725025747,0.246323964,0.304347826,0.229007634,0.510638298,0.020419426,0.815555556,1
,0.33147,0,6.2,0,0.507,8.247,70.4,3.6519,8,307,17.4,3.95,48.3,1,,0.003654608,0,0.210410557,0,0.251028807,0.897873156,0.695159629,0.229364639,0.304347826,0.229007634,0.510638298,0.061258278,0.962222222,1
,0.44791,0,6.2,1,0.507,6.726,66.5,3.6519,8,307,17.4,8.05,29,0,,0.004963365,0,0.210410557,1,0.251028807,0.606438015,0.654994851,0.229364639,0.304347826,0.229007634,0.510638298,0.174392936,0.533333333,0
,0.33045,0,6.2,0,0.507,6.086,61.5,3.6519,8,307,17.4,10.88,24,0,,0.003643143,0,0.210410557,0,0.251028807,0.483809159,0.603501545,0.229364639,0.304347826,0.229007634,0.510638298,0.252483444,0.422222222,0
,0.52058,0,6.2,1,0.507,6.631,76.5,4.148,8,307,17.4,9.54,25.1,0,,0.005780158,0,0.210410557,1,0.251028807,0.588235294,0.757981462,0.274477353,0.304347826,0.229007634,0.510638298,0.215507726,0.446666667,0
,0.51183,0,6.2,0,0.507,7.358,71.6,4.148,8,307,17.4,4.73,31.5,1,,0.005681811,0,0.210410557,0,0.251028807,0.72753401,0.707518023,0.274477353,0.304347826,0.229007634,0.510638298,0.082781457,0.588888889,1
,0.08244,30,4.93,0,0.428,6.481,18.5,6.1899,6,300,16.6,6.36,23.7,0,,0.00085557,0.3,0.163856305,0,0.088477366,0.559494156,0.160659114,0.460156953,0.217391304,0.215648855,0.425531915,0.127759382,0.415555556,0
,0.09252,30,4.93,0,0.428,6.606,42.2,6.1899,6,300,16.6,7.37,23.3,0,,0.000968867,0.3,0.163856305,0,0.088477366,0.583445104,0.404737384,0.460156953,0.217391304,0.215648855,0.425531915,0.155629139,0.406666667,0
,0.11329,30,4.93,0,0.428,6.897,54.3,6.3361,6,300,16.6,11.38,22,0,,0.001202317,0.3,0.163856305,0,0.088477366,0.639202912,0.529351184,0.473451609,0.217391304,0.215648855,0.425531915,0.266280353,0.377777778,0
,0.10612,30,4.93,0,0.428,6.095,65.1,6.3361,6,300,16.6,12.4,20.1,0,,0.001121728,0.3,0.163856305,0,0.088477366,0.485533627,0.640576725,0.473451609,0.217391304,0.215648855,0.425531915,0.294426049,0.335555556,0
,0.1029,30,4.93,0,0.428,6.358,52.9,7.0355,6,300,16.6,11.22,22.2,0,,0.001085536,0.3,0.163856305,0,0.088477366,0.535926423,0.514933059,0.537051351,0.217391304,0.215648855,0.425531915,0.261865342,0.382222222,0
,0.12757,30,4.93,0,0.428,6.393,7.8,7.0355,6,300,16.6,5.19,23.7,0,,0.001362821,0.3,0.163856305,0,0.088477366,0.542632688,0.05046344,0.537051351,0.217391304,0.215648855,0.425531915,0.095474614,0.415555556,0
,0.20608,22,5.86,0,0.431,5.593,76.5,7.9549,7,330,19.1,12.5,17.6,0,,0.002245254,0.22,0.197947214,0,0.094650206,0.389346618,0.757981462,0.620656731,0.260869565,0.272900763,0.691489362,0.29718543,0.28,0
,0.19133,22,5.86,0,0.431,5.605,70.2,7.9549,7,330,19.1,18.46,18.5,0,,0.002079468,0.22,0.197947214,0,0.094650206,0.391645909,0.693099897,0.620656731,0.260869565,0.272900763,0.691489362,0.461644592,0.3,0
,0.33983,22,5.86,0,0.431,6.108,34.9,8.0555,7,330,19.1,9.16,24.3,0,,0.003748572,0.22,0.197947214,0,0.094650206,0.488024526,0.329557158,0.629804763,0.260869565,0.272900763,0.691489362,0.205022075,0.428888889,0
,0.19657,22,5.86,0,0.431,6.226,79.2,8.0555,7,330,19.1,10.15,20.5,0,,0.002138364,0.22,0.197947214,0,0.094650206,0.510634221,0.785787848,0.629804763,0.260869565,0.272900763,0.691489362,0.232339956,0.344444444,0
,0.16439,22,5.86,0,0.431,6.433,49.1,7.8265,7,330,19.1,9.52,24.5,0,,0.001776669,0.22,0.197947214,0,0.094650206,0.550296992,0.475798146,0.608980713,0.260869565,0.272900763,0.691489362,0.21495585,0.433333333,0
,0.19073,22,5.86,0,0.431,6.718,17.5,7.8265,7,330,19.1,6.56,26.2,0,,0.002072724,0.22,0.197947214,0,0.094650206,0.604905154,0.150360453,0.608980713,0.260869565,0.272900763,0.691489362,0.133278146,0.471111111,0
,0.1403,22,5.86,0,0.431,6.487,13,7.3967,7,330,19.1,5.9,24.4,0,,0.001505903,0.22,0.197947214,0,0.094650206,0.560643801,0.104016478,0.569896971,0.260869565,0.272900763,0.691489362,0.115066225,0.431111111,0
,0.21409,22,5.86,0,0.431,6.438,8.9,7.3967,7,330,19.1,3.59,24.8,0,,0.002335285,0.22,0.197947214,0,0.094650206,0.55125503,0.061791967,0.569896971,0.260869565,0.272900763,0.691489362,0.051324503,0.44,0
,0.08221,22,5.86,0,0.431,6.957,6.8,8.9067,7,330,19.1,3.53,29.6,0,,0.000852985,0.22,0.197947214,0,0.094650206,0.650699368,0.040164779,0.707208395,0.260869565,0.272900763,0.691489362,0.049668874,0.546666667,0
,0.36894,22,5.86,0,0.431,8.259,8.4,8.9067,7,330,19.1,3.54,42.8,1,,0.004075761,0.22,0.197947214,0,0.094650206,0.900172447,0.056642636,0.707208395,0.260869565,0.272900763,0.691489362,0.049944812,0.84,1
,0.04819,80,3.64,0,0.392,6.108,32,9.2203,1,315,16.4,6.57,21.9,0,,0.000470609,0.8,0.116568915,0,0.014403292,0.488024526,0.29969104,0.735725523,0,0.244274809,0.404255319,0.133554084,0.375555556,0
,0.03548,80,3.64,0,0.392,5.876,19.1,9.2203,1,315,16.4,9.25,20.9,0,,0.000327751,0.8,0.116568915,0,0.014403292,0.443571565,0.166838311,0.735725523,0,0.244274809,0.404255319,0.207505519,0.353333333,0
,0.01538,90,3.75,0,0.394,7.454,34.2,6.3361,3,244,15.9,3.11,44,1,,0.000101832,0.9,0.120601173,0,0.018518519,0.745928339,0.322348095,0.473451609,0.086956522,0.108778626,0.35106383,0.03807947,0.866666667,1
,0.61154,20,3.97,0,0.647,8.704,86.9,1.801,5,264,13,5.12,50,1,,0.006802527,0.2,0.128665689,0,0.53909465,0.985437823,0.865087539,0.06105357,0.173913043,0.146946565,0.042553191,0.093543046,1,1
,0.66351,20,3.97,0,0.647,7.333,100,1.8946,5,264,13,7.79,36,1,,0.007386657,0.2,0.128665689,0,0.53909465,0.722743821,1,0.069565059,0.173913043,0.146946565,0.042553191,0.167218543,0.688888889,1
,0.65665,20,3.97,0,0.647,6.842,100,2.0107,5,264,13,6.9,30.1,1,,0.007309552,0.2,0.128665689,0,0.53909465,0.628664495,1,0.08012258,0.173913043,0.146946565,0.042553191,0.142660044,0.557777778,1
,0.54011,20,3.97,0,0.647,7.203,81.8,2.1121,5,264,13,9.59,33.8,1,,0.005999671,0.2,0.128665689,0,0.53909465,0.697834834,0.812564367,0.08934336,0.173913043,0.146946565,0.042553191,0.216887417,0.64,1
,0.53412,20,3.97,0,0.647,7.52,89.4,2.1398,5,264,13,7.26,43.1,1,,0.005932345,0.2,0.128665689,0,0.53909465,0.75857444,0.890834192,0.091862252,0.173913043,0.146946565,0.042553191,0.152593819,0.846666667,1
,0.52014,20,3.97,0,0.647,8.398,91.5,2.2885,5,264,13,5.91,48.8,1,,0.005775213,0.2,0.128665689,0,0.53909465,0.926805902,0.91246138,0.105384245,0.173913043,0.146946565,0.042553191,0.115342163,0.973333333,1
,0.82526,20,3.97,0,0.647,7.327,94.5,2.0788,5,264,13,11.25,31,1,,0.009204688,0.2,0.128665689,0,0.53909465,0.721594175,0.943357364,0.086315234,0.173913043,0.146946565,0.042553191,0.262693157,0.577777778,1
,0.55007,20,3.97,0,0.647,7.206,91.6,1.9301,5,264,13,8.1,36.5,1,,0.006111619,0.2,0.128665689,0,0.53909465,0.698409657,0.913491246,0.072793242,0.173913043,0.146946565,0.042553191,0.175772627,0.7,1
,0.76162,20,3.97,0,0.647,5.56,62.8,1.9865,5,264,13,10.45,22.8,0,,0.00848939,0.2,0.128665689,0,0.53909465,0.383023568,0.616889804,0.07792196,0.173913043,0.146946565,0.042553191,0.240618102,0.395555556,0
,0.7857,20,3.97,0,0.647,7.014,84.6,2.1329,5,264,13,14.79,30.7,1,,0.008760043,0.2,0.128665689,0,0.53909465,0.661621,0.841400618,0.091234803,0.173913043,0.146946565,0.042553191,0.360375276,0.571111111,1
,0.57834,20,3.97,0,0.575,8.297,67,2.4216,5,264,13,7.44,50,1,,0.006429367,0.2,0.128665689,0,0.390946502,0.907453535,0.660144181,0.117487656,0.173913043,0.146946565,0.042553191,0.157560706,1,1
,0.5405,20,3.97,0,0.575,7.47,52.6,2.872,5,264,13,3.16,43.5,1,,0.006004054,0.2,0.128665689,0,0.390946502,0.74899406,0.51184346,0.158444653,0.173913043,0.146946565,0.042553191,0.039459161,0.855555556,1
,0.09065,20,6.96,1,0.464,5.92,61.5,3.9175,3,223,18.6,13.65,20.7,0,,0.000947849,0.2,0.238269795,1,0.16255144,0.452002299,0.603501545,0.2535169,0.086956522,0.06870229,0.638297872,0.328918322,0.348888889,0
,0.29916,20,6.96,0,0.464,5.856,42.1,4.429,3,223,18.6,13,21.1,0,,0.003291451,0.2,0.238269795,0,0.16255144,0.439739414,0.403707518,0.300030008,0.086956522,0.06870229,0.638297872,0.31098234,0.357777778,0
,0.16211,20,6.96,0,0.464,6.24,16.3,4.429,3,223,18.6,6.59,25.2,0,,0.001751042,0.2,0.238269795,0,0.16255144,0.513316727,0.13800206,0.300030008,0.086956522,0.06870229,0.638297872,0.13410596,0.448888889,0
,0.1146,20,6.96,0,0.464,6.538,58.7,3.9175,3,223,18.6,7.73,24.4,0,,0.001217041,0.2,0.238269795,0,0.16255144,0.570415788,0.574665294,0.2535169,0.086956522,0.06870229,0.638297872,0.165562914,0.431111111,0
,0.22188,20,6.96,1,0.464,7.691,51.8,4.3665,3,223,18.6,6.58,35.2,1,,0.002422842,0.2,0.238269795,1,0.16255144,0.791339337,0.503604531,0.294346589,0.086956522,0.06870229,0.638297872,0.133830022,0.671111111,1
,0.05644,40,6.41,1,0.447,6.758,32.9,4.0776,4,254,17.6,3.53,32.4,1,,0.000563337,0.4,0.218108504,1,0.127572016,0.612569458,0.308959835,0.268075549,0.130434783,0.127862595,0.531914894,0.049668874,0.608888889,1
,0.09604,40,6.41,0,0.447,6.854,42.8,4.2673,4,254,17.6,2.98,32,1,,0.001008431,0.4,0.218108504,0,0.127572016,0.630963786,0.410916581,0.285325865,0.130434783,0.127862595,0.531914894,0.034492274,0.6,1
,0.10469,40,6.41,1,0.447,7.267,49,4.7872,4,254,17.6,6.05,33.2,1,,0.001105655,0.4,0.218108504,1,0.127572016,0.71009772,0.47476828,0.332602824,0.130434783,0.127862595,0.531914894,0.119205298,0.626666667,1
,0.06127,40,6.41,1,0.447,6.826,27.6,4.8628,4,254,17.6,4.16,33.1,1,,0.000617625,0.4,0.218108504,1,0.127572016,0.625598774,0.254376931,0.339477489,0.130434783,0.127862595,0.531914894,0.06705298,0.624444444,1
,0.07978,40,6.41,0,0.447,6.482,32.1,4.1403,4,254,17.6,7.19,29.1,0,,0.000825673,0.4,0.218108504,0,0.127572016,0.559685764,0.300720906,0.273777155,0.130434783,0.127862595,0.531914894,0.150662252,0.535555556,0
,0.21038,20,3.33,0,0.4429,6.812,32.2,4.1007,5,216,14.9,4.85,35.1,1,,0.002293585,0.2,0.105205279,0,0.119135802,0.622916267,0.301750772,0.270176141,0.173913043,0.055343511,0.244680851,0.086092715,0.668888889,1
,0.03578,20,3.33,0,0.4429,7.82,64.5,4.6947,5,216,14.9,3.76,45.4,1,,0.000331123,0.2,0.105205279,0,0.119135802,0.816056716,0.634397528,0.324191363,0.173913043,0.055343511,0.244680851,0.056015453,0.897777778,1
,0.03705,20,3.33,0,0.4429,6.968,37.2,5.2447,5,216,14.9,4.59,35.4,1,,0.000345398,0.2,0.105205279,0,0.119135802,0.652807051,0.353244078,0.374205458,0.173913043,0.055343511,0.244680851,0.078918322,0.675555556,1
,0.06129,20,3.33,1,0.4429,7.645,49.7,5.2119,5,216,14.9,3.01,46,1,,0.00061785,0.2,0.105205279,1,0.119135802,0.782525388,0.481977343,0.371222799,0.173913043,0.055343511,0.244680851,0.035320088,0.911111111,1
,0.01501,90,1.21,1,0.401,7.923,24.8,5.885,1,198,13.6,3.16,50,1,,9.76735E-05,0.9,0.027492669,1,0.032921811,0.835792297,0.22554068,0.432430958,0,0.020992366,0.106382979,0.039459161,1,1
,0.00906,90,2.97,0,0.4,7.088,20.8,7.3073,1,285,15.3,7.85,32.2,1,,3.07969E-05,0.9,0.092008798,0,0.030864198,0.675799962,0.184346035,0.561767407,0,0.187022901,0.287234043,0.168874172,0.604444444,1
,0.01096,55,2.25,0,0.389,6.453,31.9,7.3073,1,300,15.3,8.23,22,0,,5.21525E-05,0.55,0.065615836,0,0.008230453,0.554129144,0.298661174,0.561767407,0,0.215648855,0.287234043,0.179359823,0.377777778,0
,0.01965,80,1.76,0,0.385,6.23,31.5,9.0892,1,241,18.2,12.93,20.1,0,,0.000149826,0.8,0.047653959,0,0,0.511400651,0.29454171,0.723803981,0,0.103053435,0.595744681,0.309050773,0.335555556,0
,0.03871,52.5,5.32,0,0.405,6.209,31.3,7.3172,6,293,16.6,7.14,23.2,0,,0.000364056,0.525,0.178152493,0,0.041152263,0.507376892,0.292481977,0.562667661,0.217391304,0.202290076,0.425531915,0.149282561,0.404444444,0
,0.0459,52.5,5.32,0,0.405,6.315,45.6,7.3172,6,293,16.6,7.6,22.3,0,,0.00044487,0.525,0.178152493,0,0.041152263,0.527687296,0.439752832,0.562667661,0.217391304,0.202290076,0.425531915,0.161975717,0.384444444,0
,0.04297,52.5,5.32,0,0.405,6.565,22.9,7.3172,6,293,16.6,9.51,24.8,0,,0.000411937,0.525,0.178152493,0,0.041152263,0.575589193,0.205973223,0.562667661,0.217391304,0.202290076,0.425531915,0.214679912,0.44,0
,0.03502,80,4.95,0,0.411,6.861,27.9,5.1167,4,245,19.2,3.33,28.5,0,,0.000322581,0.8,0.164589443,0,0.053497942,0.632305039,0.257466529,0.362565814,0.130434783,0.110687023,0.70212766,0.04415011,0.522222222,0
,0.07886,80,4.95,0,0.411,7.148,27.7,5.1167,4,245,19.2,3.56,37.3,1,,0.000815332,0.8,0.164589443,0,0.053497942,0.687296417,0.255406797,0.362565814,0.130434783,0.110687023,0.70212766,0.050496689,0.717777778,1
,0.03615,80,4.95,0,0.411,6.63,23.4,5.1167,4,245,19.2,4.7,27.9,0,,0.000335282,0.8,0.164589443,0,0.053497942,0.588043687,0.211122554,0.362565814,0.130434783,0.110687023,0.70212766,0.081953642,0.508888889,0
,0.08265,0,13.92,0,0.437,6.127,18.4,5.5027,4,289,16,8.58,23.9,0,,0.000857931,0,0.49340176,0,0.106995885,0.49166507,0.159629248,0.397666615,0.130434783,0.194656489,0.361702128,0.18901766,0.42,0
,0.08199,0,13.92,0,0.437,6.009,42.3,5.5027,4,289,16,10.4,21.7,0,,0.000850513,0,0.49340176,0,0.106995885,0.469055375,0.40576725,0.397666615,0.130434783,0.194656489,0.361702128,0.239238411,0.371111111,0
,0.12932,0,13.92,0,0.437,6.678,31.1,5.9604,4,289,16,6.27,28.6,0,,0.00138249,0,0.49340176,0,0.106995885,0.597240851,0.290422245,0.439287436,0.130434783,0.194656489,0.361702128,0.125275938,0.524444444,0
,0.05372,0,13.92,0,0.437,6.549,51,5.9604,4,289,16,7.39,27.1,0,,0.000532765,0,0.49340176,0,0.106995885,0.572523472,0.495365602,0.439287436,0.130434783,0.194656489,0.361702128,0.156181015,0.491111111,0
,0.14103,0,13.92,0,0.437,5.79,58,6.32,4,289,16,15.84,20.3,0,,0.001514108,0,0.49340176,0,0.106995885,0.427093313,0.567456231,0.47198756,0.130434783,0.194656489,0.361702128,0.389348786,0.34,0
,0.06466,70,2.24,0,0.4,6.345,20.1,7.8278,5,358,14.8,4.97,22.5,0,,0.000655728,0.7,0.065249267,0,0.030864198,0.533435524,0.177136972,0.609098928,0.173913043,0.326335878,0.234042553,0.089403974,0.388888889,0
,0.05561,70,2.24,0,0.4,7.041,10,7.8278,5,358,14.8,4.74,29,0,,0.000554008,0.7,0.065249267,0,0.030864198,0.666794405,0.073120494,0.609098928,0.173913043,0.326335878,0.234042553,0.083057395,0.533333333,0
,0.04417,70,2.24,0,0.4,6.871,47.4,7.8278,5,358,14.8,6.07,24.8,0,,0.000425425,0.7,0.065249267,0,0.030864198,0.634221115,0.458290422,0.609098928,0.173913043,0.326335878,0.234042553,0.119757174,0.44,0
,0.03537,34,6.09,0,0.433,6.59,40.4,5.4917,7,329,16.1,9.5,22,0,,0.000326515,0.34,0.206378299,0,0.098765432,0.580379383,0.386199794,0.396666333,0.260869565,0.270992366,0.372340426,0.214403974,0.377777778,0
,0.09266,34,6.09,0,0.433,6.495,18.4,5.4917,7,329,16.1,8.67,26.4,0,,0.000970441,0.34,0.206378299,0,0.098765432,0.562176662,0.159629248,0.396666333,0.260869565,0.270992366,0.372340426,0.191501104,0.475555556,0
,0.1,34,6.09,0,0.433,6.982,17.7,5.4917,7,329,16.1,4.86,33.1,1,,0.001052941,0.34,0.206378299,0,0.098765432,0.655489557,0.152420185,0.396666333,0.260869565,0.270992366,0.372340426,0.086368653,0.624444444,1
,0.05515,33,2.18,0,0.472,7.236,41.1,4.022,7,222,18.4,6.93,36.1,1,,0.000548837,0.33,0.063049853,0,0.179012346,0.704157885,0.393408857,0.263019578,0.260869565,0.066793893,0.617021277,0.143487859,0.691111111,1
,0.05479,33,2.18,0,0.472,6.616,58.1,3.37,7,222,18.4,8.93,28.4,0,,0.000544791,0.33,0.063049853,0,0.179012346,0.58536118,0.568486097,0.203730142,0.260869565,0.066793893,0.617021277,0.198675497,0.52,0
,0.07503,33,2.18,0,0.472,7.42,71.9,3.0992,7,222,18.4,6.47,33.4,1,,0.000772284,0.33,0.063049853,0,0.179012346,0.739413681,0.710607621,0.179105021,0.260869565,0.066793893,0.617021277,0.130794702,0.631111111,1
,0.04932,33,2.18,0,0.472,6.849,70.3,3.1827,7,222,18.4,7.53,28.2,0,,0.00048331,0.33,0.063049853,0,0.179012346,0.630005748,0.694129763,0.186698069,0.260869565,0.066793893,0.617021277,0.16004415,0.515555556,0
,0.49298,0,9.9,0,0.544,6.635,82.5,3.3175,4,304,18.4,4.54,22.8,0,,0.005469941,0,0.346041056,0,0.327160494,0.589001724,0.819773429,0.198956069,0.130434783,0.223282443,0.617021277,0.077538631,0.395555556,0
,0.3494,0,9.9,0,0.544,5.972,76.7,3.1025,4,304,18.4,9.97,20.3,0,,0.003856136,0,0.346041056,0,0.327160494,0.461965894,0.760041195,0.179405105,0.130434783,0.223282443,0.617021277,0.227373068,0.34,0
,2.63548,0,9.9,0,0.544,4.973,37.8,2.5194,4,304,18.4,12.64,16.1,0,,0.029551124,0,0.346041056,0,0.327160494,0.270549914,0.359423275,0.126381071,0.130434783,0.223282443,0.617021277,0.301048565,0.246666667,0
,0.79041,0,9.9,0,0.544,6.122,52.8,2.6403,4,304,18.4,5.98,22.1,0,,0.008812983,0,0.346041056,0,0.327160494,0.490707032,0.513903193,0.137375078,0.130434783,0.223282443,0.617021277,0.117273731,0.38,0
,0.26169,0,9.9,0,0.544,6.023,90.4,2.834,4,304,18.4,11.72,19.4,0,,0.002870297,0,0.346041056,0,0.327160494,0.471737881,0.901132853,0.154989133,0.130434783,0.223282443,0.617021277,0.275662252,0.32,0
,0.26938,0,9.9,0,0.544,6.266,82.8,3.2628,4,304,18.4,7.9,21.6,0,,0.002956731,0,0.346041056,0,0.327160494,0.518298525,0.822863028,0.19398194,0.130434783,0.223282443,0.617021277,0.170253863,0.368888889,0
,0.3692,0,9.9,0,0.544,6.567,87.3,3.6023,4,304,18.4,9.28,23.8,0,,0.004078684,0,0.346041056,0,0.327160494,0.575972409,0.869207003,0.224854277,0.130434783,0.223282443,0.617021277,0.208333333,0.417777778,0
,0.25356,0,9.9,0,0.544,5.705,77.7,3.945,4,304,18.4,11.5,16.2,0,,0.002778918,0,0.346041056,0,0.327160494,0.410806668,0.770339856,0.256017605,0.130434783,0.223282443,0.617021277,0.269591611,0.248888889,0
,0.31827,0,9.9,0,0.544,5.914,83.2,3.9986,4,304,18.4,18.33,17.8,0,,0.003506243,0,0.346041056,0,0.327160494,0.450852654,0.826982492,0.260891706,0.130434783,0.223282443,0.617021277,0.458057395,0.284444444,0
,0.24522,0,9.9,0,0.544,5.782,71.7,4.0317,4,304,18.4,15.94,19.8,0,,0.002685178,0,0.346041056,0,0.327160494,0.425560452,0.708547889,0.263901645,0.130434783,0.223282443,0.617021277,0.392108168,0.328888889,0
,0.40202,0,9.9,0,0.544,6.382,67.2,3.5325,4,304,18.4,10.36,23.1,0,,0.004447573,0,0.346041056,0,0.327160494,0.540525005,0.662203913,0.218507034,0.130434783,0.223282443,0.617021277,0.238134658,0.402222222,0
,0.47547,0,9.9,0,0.544,6.113,58.8,4.0019,4,304,18.4,12.73,21,0,,0.005273133,0,0.346041056,0,0.327160494,0.488982564,0.57569516,0.26119179,0.130434783,0.223282443,0.617021277,0.303532009,0.355555556,0
,0.1676,0,7.38,0,0.493,6.426,52.3,4.5404,5,287,19.6,7.2,23.8,0,,0.001812748,0,0.253665689,0,0.222222222,0.548955739,0.508753862,0.310160136,0.173913043,0.190839695,0.744680851,0.15093819,0.417777778,0
,0.18159,0,7.38,0,0.493,6.376,54.3,4.5404,5,287,19.6,6.87,23.1,0,,0.001969993,0,0.253665689,0,0.222222222,0.539375359,0.529351184,0.310160136,0.173913043,0.190839695,0.744680851,0.14183223,0.402222222,0
,0.35114,0,7.38,0,0.493,6.041,49.9,4.7211,5,287,19.6,7.7,20.4,0,,0.003875694,0,0.253665689,0,0.222222222,0.475186817,0.484037075,0.32659204,0.173913043,0.190839695,0.744680851,0.164735099,0.342222222,0
,0.28392,0,7.38,0,0.493,5.708,74.3,4.7211,5,287,19.6,11.74,18.5,0,,0.003120157,0,0.253665689,0,0.222222222,0.411381491,0.735324408,0.32659204,0.173913043,0.190839695,0.744680851,0.276214128,0.3,0
,0.34109,0,7.38,0,0.493,6.415,40.1,4.7211,5,287,19.6,6.12,25,0,,0.003762734,0,0.253665689,0,0.222222222,0.546848055,0.383110196,0.32659204,0.173913043,0.190839695,0.744680851,0.121136865,0.444444444,0
,0.19186,0,7.38,0,0.493,6.431,14.7,5.4159,5,287,19.6,5.08,24.6,0,,0.002085425,0,0.253665689,0,0.222222222,0.549913777,0.121524202,0.389773482,0.173913043,0.190839695,0.744680851,0.092439294,0.435555556,0
,0.30347,0,7.38,0,0.493,6.312,28.9,5.4159,5,287,19.6,6.15,23,0,,0.003339894,0,0.253665689,0,0.222222222,0.527112474,0.267765191,0.389773482,0.173913043,0.190839695,0.744680851,0.12196468,0.4,0
,0.24103,0,7.38,0,0.493,6.083,43.7,5.4159,5,287,19.6,12.79,22.2,0,,0.002638084,0,0.253665689,0,0.222222222,0.483234336,0.420185376,0.389773482,0.173913043,0.190839695,0.744680851,0.305187638,0.382222222,0
,0.06617,0,3.24,0,0.46,5.868,25.8,5.2146,4,430,16.9,9.97,19.3,0,,0.0006727,0,0.101906158,0,0.154320988,0.442038705,0.235839341,0.371468323,0.130434783,0.463740458,0.457446809,0.227373068,0.317777778,0
,0.06724,0,3.24,0,0.46,6.333,17.2,5.2146,4,430,16.9,7.34,22.6,0,,0.000684726,0,0.101906158,0,0.154320988,0.531136233,0.147270855,0.371468323,0.130434783,0.463740458,0.457446809,0.154801325,0.391111111,0
,0.04544,0,3.24,0,0.46,6.144,32.2,5.8736,4,430,16.9,9.09,19.8,0,,0.000439699,0,0.101906158,0,0.154320988,0.494922399,0.301750772,0.431394302,0.130434783,0.463740458,0.457446809,0.203090508,0.328888889,0
,0.05023,35,6.06,0,0.4379,5.706,28.4,6.6407,1,304,16.9,12.43,17.1,0,,0.000493538,0.35,0.205278592,0,0.108847737,0.410998276,0.26261586,0.501150324,0,0.223282443,0.457446809,0.295253863,0.268888889,0
,0.03466,35,6.06,0,0.4379,6.031,23.3,6.6407,1,304,16.9,7.83,19.4,0,,0.000318535,0.35,0.205278592,0,0.108847737,0.473270742,0.210092688,0.501150324,0,0.223282443,0.457446809,0.168322296,0.32,0
,0.05083,0,5.19,0,0.515,6.316,38.1,6.4584,5,224,20.2,5.68,22.2,0,,0.000500282,0,0.173387097,0,0.267489712,0.527878904,0.362512873,0.484572925,0.173913043,0.070610687,0.808510638,0.108995585,0.382222222,0
,0.03738,0,5.19,0,0.515,6.31,38.5,6.4584,5,224,20.2,6.75,20.7,0,,0.000349107,0,0.173387097,0,0.267489712,0.526729258,0.366632338,0.484572925,0.173913043,0.070610687,0.808510638,0.138520971,0.348888889,0
,0.03961,0,5.19,0,0.515,6.037,34.5,5.9853,5,224,20.2,8.01,21.1,0,,0.000374172,0,0.173387097,0,0.267489712,0.474420387,0.325437693,0.44155171,0.173913043,0.070610687,0.808510638,0.173289183,0.357777778,0
,0.03427,0,5.19,0,0.515,5.869,46.3,5.2311,5,224,20.2,9.8,19.5,0,,0.000314151,0,0.173387097,0,0.267489712,0.442230312,0.446961895,0.372968746,0.173913043,0.070610687,0.808510638,0.222682119,0.322222222,0
,0.03041,0,5.19,0,0.515,5.895,59.6,5.615,5,224,20.2,10.56,18.5,0,,0.000270766,0,0.173387097,0,0.267489712,0.44721211,0.583934089,0.407878584,0.173913043,0.070610687,0.808510638,0.243653422,0.3,0
,0.03306,0,5.19,0,0.515,6.059,37.3,4.8122,5,224,20.2,8.51,20.6,0,,0.000300551,0,0.173387097,0,0.267489712,0.478635754,0.354273944,0.334876192,0.173913043,0.070610687,0.808510638,0.187086093,0.346666667,0
,0.05497,0,5.19,0,0.515,5.985,45.4,4.8122,5,224,20.2,9.74,19,0,,0.000546814,0,0.173387097,0,0.267489712,0.464456792,0.4376931,0.334876192,0.173913043,0.070610687,0.808510638,0.22102649,0.311111111,0
,0.06151,0,5.19,0,0.515,5.968,58.5,4.8122,5,224,20.2,9.29,18.7,0,,0.000620322,0,0.173387097,0,0.267489712,0.461199463,0.572605561,0.334876192,0.173913043,0.070610687,0.808510638,0.208609272,0.304444444,0
,0.01301,35,1.52,0,0.442,7.241,49.3,7.0379,1,284,15.5,5.49,32.7,1,,7.5194E-05,0.35,0.038856305,0,0.117283951,0.705115923,0.477857878,0.537269594,0,0.185114504,0.308510638,0.103752759,0.615555556,1
